SEASON,SEASON TYPE,SPORT,NETWORK,PROGRAM,EPISODE,DATE,TELECAST TIME,DURATION (MINS),P2+,P18-49
2023/2024,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,MILWAUKEE/BOSTON,11/22/2023,7:42:00 PM,144,2027,783
2023/2024,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,MILWAUKEE/BOSTON,3/20/2024,7:42:00 PM,149,1394,550
2023/2024,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,MILWAUKEE/CHICAGO,3/1/2024,10:08:00 PM,151,1167,490
2023/2024,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,MILWAUKEE/CLEVELAND,1/17/2024,7:41:00 PM,129,786,321
2023/2024,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,MILWAUKEE/GOLDEN STATE,3/6/2024,10:07:00 PM,140,1365,564
2023/2024,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,MILWAUKEE/LA LAKERS,3/8/2024,10:34:00 PM,127,1605,663
2023/2024,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,MILWAUKEE/MINNESOTA,2/23/2024,10:09:00 PM,147,1203,540
2023/2024,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,MILWAUKEE/PORTLAND,1/31/2024,10:23:00 PM,137,800,366
2023/2024,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,MINNESOTA/CLEVELAND,3/8/2024,7:42:00 PM,172,1210,449
2023/2024,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,MINNESOTA/DENVER,4/10/2024,10:07:00 PM,150,1573,739
2023/2024,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,MINNESOTA/LA LAKERS,3/10/2024,9:37:00 PM,146,1773,787
2023/2024,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,NEW ORLEANS/DENVER,1/12/2024,10:08:00 PM,144,1120,506
2023/2024,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,NEW ORLEANS/INDIANA,2/28/2024,7:41:00 PM,147,1064,419
2023/2024,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,NEW ORLEANS/LA CLIPPERS,2/7/2024,10:08:00 PM,145,1121,468
2023/2024,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,NEW ORLEANS/OKLAHOMA CITY,11/1/2023,7:43:00 PM,154,1031,486
2023/2024,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,NEW YORK/CLEVELAND,3/3/2024,7:13:00 PM,145,1530,625
2023/2024,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,NEW YORK/MILWAUKEE,11/3/2023,7:41:00 PM,160,1645,676
2023/2024,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,NEW YORK/PHILADELPHIA,1/5/2024,7:41:00 PM,150,1453,608
2023/2024,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,NEW YORK/PHOENIX,12/15/2023,10:08:00 PM,150,1282,562
2023/2024,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,NY KNICKS/GOLDEN STATE,3/18/2024,10:08:00 PM,147,1481,539
2023/2024,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,OKLAHOMA CITY/BOSTON,4/3/2024,7:42:00 PM,146,1166,489
2023/2024,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,OKLAHOMA CITY/PHOENIX,3/3/2024,9:38:00 PM,147,1409,613
2023/2024,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,OKLAHOMA CITY/SAN ANTONIO,1/24/2024,10:09:00 PM,111,604,258
2023/2024,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,PHILADELPHIA/BOSTON,12/1/2023,7:42:00 PM,151,1300,553
2023/2024,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,PHILADELPHIA/NEW YORK,3/10/2024,7:11:00 PM,146,1293,520
2023/2024,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,PHOENIX/DENVER,3/27/2024,10:08:00 PM,144,1436,637
2023/2024,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,PHOENIX/UTAH,11/17/2023,10:10:00 PM,158,1301,611
2023/2024,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,SACRAMENTO/LA CLIPPERS,2/25/2024,9:41:00 PM,141,1439,607
2023/2024,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,SACRAMENTO/LA LAKERS,11/15/2023,10:07:00 PM,142,1712,810
2023/2024,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,SACRAMENTO/PHILADELPHIA,1/12/2024,7:42:00 PM,146,1063,408
2023/2024,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,SACRAMENTO/SAN ANTONIO,11/17/2023,7:41:00 PM,149,1370,592
2023/2024,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,SAN ANTONIO/GOLDEN STATE,11/24/2023,10:15:00 PM,152,1582,618
2023/2024,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,SAN ANTONIO/MINNESOTA,12/6/2023,7:42:00 PM,145,1051,461
2023/2024,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,SAN ANTONIO/NEW YORK,11/8/2023,7:42:00 PM,146,1652,737
2023/2024,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,WASHINGTON/GOLDEN STATE,12/22/2023,10:09:00 PM,147,1427,550
2023/2024,REGULAR SEASON,NBA,ESPN2,NBA REGULAR SEASON     L,DALLAS/MIAMI,4/10/2024,7:42:00 PM,136,86,25
2023/2024,REGULAR SEASON,NBA,ESPN2,NBA REGULAR SEASON     L,NEW YORK/PHILADELPHIA,1/5/2024,7:41:00 PM,147,97,32
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,ATLANTA/CLEVELAND,12/16/2023,7:32:00 PM,144,108,28
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,ATLANTA/LA CLIPPERS,3/17/2024,9:48:00 PM,124,387,166
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,ATLANTA/ORLANDO,11/9/2023,9:40:00 PM,165,435,218
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,ATLANTA/PHILADELPHIA,2/9/2024,7:00:00 PM,158,368,161
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,ATLANTA/PHOENIX,3/21/2024,10:33:00 PM,153,201,71
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,ATLANTA/SACRAMENTO,1/22/2024,10:02:00 PM,144,222,78
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,ATLANTA/UTAH,3/15/2024,9:22:00 PM,158,234,90
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,BOSTON/ATLANTA,3/25/2024,7:30:00 PM,154,256,98
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,BOSTON/CHICAGO,3/23/2024,8:03:00 PM,136,230,100
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,BOSTON/NEW ORLEANS,3/30/2024,5:05:00 PM,130,215,76
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,BOSTON/ORLANDO,11/24/2023,2:34:00 PM,148,317,129
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,BOSTON/PORTLAND,3/11/2024,10:31:00 PM,128,341,134
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,BOSTON/SACRAMENTO,12/20/2023,10:02:00 PM,145,499,202
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,BROOKLYN/CLEVELAND,1/11/2024,2:05:00 PM,161,86,44
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,BROOKLYN/MIAMI,11/16/2023,7:32:00 PM,150,291,96
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,BROOKLYN/SAN ANTONIO,3/17/2024,7:01:00 PM,167,364,125
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,CHARLOTTE/LA CLIPPERS,12/26/2023,10:34:00 PM,136,314,131
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,CHICAGO/DENVER,11/4/2023,9:02:00 PM,142,209,76
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,CHICAGO/PHILADELPHIA,1/2/2024,7:04:00 PM,138,289,119
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,CLEVELAND/BOSTON,12/14/2023,7:32:00 PM,140,324,112
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,CLEVELAND/DENVER,3/31/2024,3:32:00 PM,143,229,108
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,CLEVELAND/GOLDEN STATE,11/11/2023,8:30:00 PM,185,645,221
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,CLEVELAND/MINNESOTA,3/22/2024,8:08:00 PM,147,182,52
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,CLEVELAND/SACRAMENTO,11/13/2023,10:00:00 PM,150,288,135
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,DALLAS/ATLANTA,1/26/2024,7:01:00 PM,157,468,200
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,DALLAS/DENVER,12/18/2023,9:02:00 PM,146,179,77
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,DALLAS/LA CLIPPERS,11/25/2023,10:31:00 PM,143,307,147
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,DALLAS/MEMPHIS,12/11/2023,8:05:00 PM,146,88,43
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,DALLAS/MILWAUKEE,11/18/2023,8:02:00 PM,143,342,140
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,DALLAS/SACRAMENTO,3/29/2024,10:04:00 PM,146,191,65
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,DENVER/BROOKLYN,12/22/2023,7:30:00 PM,160,365,130
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,DENVER/LA CLIPPERS,11/27/2023,10:33:00 PM,163,247,122
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,DENVER/MILWAUKEE,2/12/2024,8:00:00 PM,144,360,144
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,DENVER/MINNESOTA,3/19/2024,9:00:00 PM,147,458,162
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,DENVER/SACREMENTO,12/2/2023,10:00:00 PM,146,180,89
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,DETROIT/BOSTON,12/28/2023,7:35:00 PM,159,561,257
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,GOLDEN STATE/BROOKLYN,2/5/2024,7:31:00 PM,162,455,166
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,GOLDEN STATE/LA CLIPPERS,12/14/2023,10:33:00 PM,150,449,189
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,GOLDEN STATE/MEMPHIS,2/2/2024,7:56:00 PM,158,384,110
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,GOLDEN STATE/MILWAUKEE,1/13/2024,7:59:00 PM,149,336,118
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,GOLDEN STATE/NEW ORLEANS,10/30/2023,8:01:00 PM,146,301,100
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,GOLDEN STATE/SAN ANTONIO,3/11/2024,8:03:00 PM,148,495,168
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,GOLDEN STATE/SAN ANTONIO,3/31/2024,7:02:00 PM,146,604,217
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,HOUSTON/DALLAS,4/7/2024,3:35:00 PM,182,217,93
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,HOUSTON/PHILADELPHIA,1/15/2024,1:00:00 PM,161,217,102
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,INDIANA/HOUSTON,12/26/2023,7:59:00 PM,155,320,104
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,INDIANA/LA LAKERS,3/24/2024,10:07:00 PM,149,335,159
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,INDIANA/MIAMI,11/30/2023,7:33:00 PM,163,242,109
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,LA CLIPPERS/GOLDEN STATE,11/30/2023,10:16:00 PM,146,426,192
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,LA CLIPPERS/MILWAUKEE,3/4/2024,8:04:00 PM,146,524,214
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,LA CLIPPERS/SACRAMENTO,11/29/2023,9:56:00 PM,160,287,128
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,LA LAKERS/INDIANA,3/29/2024,7:01:00 PM,141,213,93
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,LA LAKERS/MIAMI,11/6/2023,7:30:00 PM,150,362,163
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,LA LAKERS/MINNESOTA,12/21/2023,9:04:00 PM,156,450,193
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,LA LAKERS/PHILADELPHIA,11/27/2023,7:02:00 PM,143,342,135
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,LA LAKERS/SAN ANTONIO,12/13/2023,8:02:00 PM,178,466,224
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,MEMPHIS/DALLAS,1/9/2024,8:32:00 PM,154,364,134
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,MEMPHIS/LA CLIPPERS,12/29/2023,10:34:00 PM,146,344,140
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,MIAMI/GOLDEN STATE,12/28/2023,10:14:00 PM,147,508,214
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,MIAMI/SACRAMENTO,2/26/2024,10:05:00 PM,138,388,169
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,MILWAUKEE/ATLANTA,3/30/2024,7:15:00 PM,176,197,81
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,MILWAUKEE/CLEVELAND,12/29/2023,7:35:00 PM,156,295,109
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,MILWAUKEE/INDIANA,11/9/2023,7:02:00 PM,158,480,196
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,MILWAUKEE/NEW ORLEANS,3/28/2024,8:06:00 PM,148,285,117
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,MILWAUKEE/NEW YORK,12/23/2023,12:30:00 PM,159,280,118
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,MILWAUKEE/OKLAHOMA CITY,4/12/2024,8:04:00 PM,138,341,138
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,MINNESOTA/LA CLIPPERS,2/12/2024,10:24:00 PM,148,324,142
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,MINNESOTA/LA LAKERS,4/7/2024,9:56:00 PM,145,591,267
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,MINNESOTA/NEW YORK,1/1/2024,2:58:00 PM,167,266,118
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,MINNESOTA/PHILADELPHIA,12/20/2023,7:00:00 PM,154,404,161
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,MINNESOTA/PHOENIX,4/5/2024,9:48:00 PM,157,285,112
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,NEW ORLEANS/LA LAKERS,2/9/2024,10:33:00 PM,149,570,258
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,NEW ORLEANS/ORLANDO,3/21/2024,7:09:00 PM,139,129,45
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,NEW YORK/BOSTON,11/13/2023,7:30:00 PM,150,323,123
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,NEW YORK/BOSTON,12/8/2023,7:34:00 PM,150,380,172
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,NEW YORK/MILWAUKEE,4/7/2024,7:03:00 PM,147,452,170
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,NEW YORK/NEW ORLEANS,10/28/2023,7:00:00 PM,157,170,59
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,OKLAHOMA CITY/DALLAS,2/10/2024,3:02:00 PM,151,256,116
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,OKLAHOMA CITY/GOLDEN STATE,11/16/2023,10:02:00 PM,145,463,160
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,OKLAHOMA CITY/LA LAKERS,1/15/2024,10:31:00 PM,149,305,166
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,OKLAHOMA CITY/LA LAKERS,3/4/2024,10:30:00 PM,139,533,238
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,OKLAHOMA CITY/MILWAUKEE,3/24/2024,7:10:00 PM,130,200,78
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,ORLANDO/GOLDEN STATE,1/2/2024,10:02:00 PM,163,496,198
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,ORLANDO/LA LAKERS,10/30/2023,10:27:00 PM,160,408,197
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,PHILADELPHIA/LA LAKERS,3/22/2024,10:35:00 PM,149,288,123
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,PHILADELPHIA/PORTLAND,1/29/2024,10:02:00 PM,147,302,127
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,PHILADELPHIA/SACRAMENTO,3/25/2024,10:04:00 PM,156,261,119
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,PHOENIX/CHARLOTTE,3/15/2024,7:02:00 PM,140,167,61
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,PHOENIX/LA CLIPPERS,1/8/2024,10:32:00 PM,143,261,138
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,PHOENIX/MEMPHIS,11/24/2023,5:02:00 PM,141,392,175
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,PHOENIX/MIAMI,1/29/2024,7:29:00 PM,153,309,129
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,PHOENIX/NEW ORLEANS,4/1/2024,8:02:00 PM,146,194,64
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,PHOENIX/SACRAMENTO,4/12/2024,10:22:00 PM,159,414,178
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,PHOENIX/UTAH,11/19/2023,8:02:00 PM,197,208,86
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,PHOENIX/WASHINGTON,2/4/2024,3:31:00 PM,146,231,84
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,PORTLAND/DENVER,2/4/2024,8:36:00 PM,133,452,205
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,PORTLAND/SAN ANTONIO,1/26/2024,9:38:00 PM,136,490,229
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,SACRAMENTO/BOSTON,4/5/2024,7:34:00 PM,134,206,83
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,SAN ANTONIO/LA CLIPPERS,10/29/2023,9:00:00 PM,139,267,113
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,SAN ANTONIO/PHILADELPHIA,1/22/2024,7:03:00 PM,156,428,167
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,SAN ANTONIO/PHOENIX,11/2/2023,10:02:00 PM,156,580,262
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,TORONTO/INDIANA,2/26/2024,7:01:00 PM,152,258,106
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,TORONTO/PHILADELPHIA,11/2/2023,7:05:00 PM,146,367,156
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,TORONTO/WASHINGTON,12/27/2023,7:00:00 PM,152,246,113
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,UTAH/MIAMI,3/2/2024,5:00:00 PM,153,200,74
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,UTAH/PHOENIX,10/28/2023,9:57:00 PM,155,309,161
2023/2024,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,UTAH/SACRAMENTO,12/16/2023,9:56:00 PM,147,140,53
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,76ERS/BUCKS,10/26/2023,7:35:00 PM,163,2039,940
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,76ERS/CELTICS,2/27/2024,7:33:00 PM,144,1179,455
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,76ERS/JAZZ,2/1/2024,10:14:00 PM,154,957,410
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,76ERS/KNICKS,3/12/2024,7:34:00 PM,138,973,393
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,76ERS/WARRIORS,1/30/2024,10:06:00 PM,156,1245,429
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,BUCKS/GRIZZLIES,2/15/2024,8:33:00 PM,156,1044,444
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,BUCKS/HEAT,11/28/2023,7:33:00 PM,161,1317,565
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,BUCKS/SPURS,1/4/2024,7:33:00 PM,150,1546,677
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,BUCKS/SUNS,2/6/2024,10:03:00 PM,161,940,397
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,BULLS/RAPTORS,1/18/2024,7:33:00 PM,151,1011,457
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,CAVALIERS/76ERS,11/21/2023,7:33:00 PM,174,1547,648
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,CELTICS/BUCKS,1/11/2024,7:34:00 PM,149,1431,629
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,CELTICS/BUCKS,4/9/2024,7:33:00 PM,151,989,403
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,CELTICS/CAVALIERS,3/5/2024,7:34:00 PM,149,1048,421
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,CELTICS/HEAT,1/25/2024,7:44:00 PM,149,1387,630
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,CELTICS/NUGGETS,3/7/2024,10:03:00 PM,151,1250,568
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,CELTICS/WARRIORS,12/19/2023,10:06:00 PM,151,1817,711
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,CLIPPER/NUGGETS,11/14/2023,9:56:00 PM,165,1167,514
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,GRIZZLIES/PELICANS,12/19/2023,7:33:00 PM,153,1427,565
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,GRIZZLIES/TIMBERWOLVES,1/18/2024,10:04:00 PM,144,876,372
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,HEAT/MAVERICKS,3/7/2024,7:34:00 PM,149,1148,473
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,HEAT/NUGGETS,2/29/2024,10:06:00 PM,154,1116,480
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,JAZZ/LAKERS,11/21/2023,10:27:00 PM,115,1488,678
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,KINGS/KNICKS,4/4/2024,7:33:00 PM,155,1106,438
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,KINGS/SUNS,2/13/2024,10:05:00 PM,155,895,389
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,KINGS/WARRIORS,1/25/2024,10:13:00 PM,153,1385,592
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,KNICKS/CAVALIERS,10/31/2023,7:33:00 PM,151,1299,592
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,KNICKS/CELTICS,4/11/2024,7:33:00 PM,150,1292,543
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,KNICKS/NETS,1/23/2024,7:34:00 PM,140,989,409
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,LAKERS/BUCKS,3/26/2024,7:33:00 PM,187,1431,661
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,LAKERS/CELTICS,2/1/2024,7:44:00 PM,150,1601,707
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,LAKERS/CLIPPERS,1/23/2024,10:03:00 PM,140,1304,535
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,LAKERS/MAVERICKS,12/12/2023,7:33:00 PM,148,1504,691
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,LAKERS/NUGGETS,10/24/2023,7:33:00 PM,156,2844,1465
